run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	bam_ftp
ERR8282756	PRJEB30134	SAMEA5226452	ERX7850187	287	Pseudomonas aeruginosa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/006/ERR8282756/ERR8282756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282756/cpe019.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/006/ERR8282756.bam
ERR8282759	PRJEB30134	SAMEA5226454	ERX7850190	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/009/ERR8282759/ERR8282759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282759/cpe023.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/009/ERR8282759.bam
ERR8282769	PRJEB30134	SAMEA5226460	ERX7850200	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/009/ERR8282769/ERR8282769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282769/cpe035.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/009/ERR8282769.bam
ERR8282775	PRJEB30134	SAMEA5226469	ERX7850206	470	Acinetobacter baumannii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/005/ERR8282775/ERR8282775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282775/cpe044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/005/ERR8282775.bam
ERR8282776	PRJEB30134	SAMEA5226470	ERX7850207	470	Acinetobacter baumannii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/006/ERR8282776/ERR8282776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282776/cpe045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/006/ERR8282776.bam
ERR8282781	PRJEB30134	SAMEA5226475	ERX7850212	208224	Enterobacter kobei	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/001/ERR8282781/ERR8282781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282781/cpe050.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/001/ERR8282781.bam
ERR8282784	PRJEB30134	SAMEA5226478	ERX7850215	287	Pseudomonas aeruginosa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/004/ERR8282784/ERR8282784.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282784/cpe053.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/004/ERR8282784.bam
ERR8282791	PRJEB30134	SAMEA6451161	ERX7850222	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/001/ERR8282791/ERR8282791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282791/cpe067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/001/ERR8282791.bam
ERR8282802	PRJEB30134	SAMEA6451097	ERX7850233	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/002/ERR8282802/ERR8282802.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282802/cpe081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/002/ERR8282802.bam
ERR8282805	PRJEB30134	SAMEA6451100	ERX7850236	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/005/ERR8282805/ERR8282805.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282805/cpe084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/005/ERR8282805.bam
ERR8282806	PRJEB30134	SAMEA6451102	ERX7850237	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/006/ERR8282806/ERR8282806.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282806/cpe085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/006/ERR8282806.bam
ERR8282808	PRJEB30134	SAMEA6451104	ERX7850239	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/008/ERR8282808/ERR8282808.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282808/cpe087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/008/ERR8282808.bam
ERR8282812	PRJEB30134	SAMEA6451108	ERX7850243	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/002/ERR8282812/ERR8282812.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282812/cpe092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/002/ERR8282812.bam
ERR8282815	PRJEB30134	SAMEA6451116	ERX7850246	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/005/ERR8282815/ERR8282815.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282815/cpe098.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/005/ERR8282815.bam
ERR8282817	PRJEB30134	SAMEA6451115	ERX7850248	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR828/007/ERR8282817/ERR8282817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR828/ERR8282817/cpe100.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR828/007/ERR8282817.bam
ERR4095881	PRJEB30134	SAMEA5226425	ERX4091179	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095881/ERR4095881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095881/ERR4095881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095881/29210_5#8.cram	
ERR4095886	PRJEB30134	SAMEA5226347	ERX4091184	470	Acinetobacter baumannii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095886/ERR4095886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095886/ERR4095886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095886/29210_5#13.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095886/29210_5#13.cram.crai	
ERR4095887	PRJEB30134	SAMEA5226428	ERX4091185	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095887/ERR4095887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095887/ERR4095887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095887/29210_5#14.cram	
ERR4095893	PRJEB30134	SAMEA5226431	ERX4091191	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4095893/ERR4095893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4095893/ERR4095893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095893/29210_5#20.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095893/29210_5#20.cram.crai	
ERR4095895	PRJEB30134	SAMEA5226435	ERX4091193	40324	Stenotrophomonas maltophilia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095895/ERR4095895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095895/ERR4095895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095895/29210_5#22.cram	
ERR4095897	PRJEB30134	SAMEA5226436	ERX4091195	40324	Stenotrophomonas maltophilia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095897/ERR4095897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095897/ERR4095897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095897/29210_5#24.cram	
ERR4095899	PRJEB30134	SAMEA5226437	ERX4091197	40324	Stenotrophomonas maltophilia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095899/ERR4095899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095899/ERR4095899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095899/29210_5#26.cram	
ERR4095903	PRJEB30134	SAMEA5226439	ERX4091201	1311	Streptococcus agalactiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4095903/ERR4095903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4095903/ERR4095903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095903/29210_5#30.cram	
ERR4095904	PRJEB30134	SAMEA5226434	ERX4091202	40324	Stenotrophomonas maltophilia	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4095904/ERR4095904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4095904/ERR4095904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095904/29210_5#31.cram	
ERR4095910	PRJEB30134	SAMEA5226459	ERX4091208	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095910/ERR4095910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095910/ERR4095910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095910/29210_5#37.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095910/29210_5#37.cram.crai	
ERR4095918	PRJEB30134	SAMEA5226448	ERX4091216	303	Pseudomonas putida	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4095918/ERR4095918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4095918/ERR4095918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095918/29210_5#45.cram	
ERR4095922	PRJEB30134	SAMEA5226450	ERX4091220	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4095922/ERR4095922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4095922/ERR4095922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095922/29210_5#49.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095922/29210_5#49.cram.crai	
ERR4095925	PRJEB30134	SAMEA5226344	ERX4091223	471	Acinetobacter calcoaceticus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095925/ERR4095925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095925/ERR4095925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095925/29210_5#52.cram	
ERR4095926	PRJEB30134	SAMEA5226453	ERX4091224	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095926/ERR4095926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095926/ERR4095926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095926/29210_5#53.cram	
ERR4095927	PRJEB30134	SAMEA5226454	ERX4091225	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095927/ERR4095927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095927/ERR4095927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095927/29210_5#54.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095927/29210_5#54.cram.crai	
ERR4095929	PRJEB30134	SAMEA5226346	ERX4091227	470	Acinetobacter baumannii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095929/ERR4095929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095929/ERR4095929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095929/29210_5#56.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095929/29210_5#56.cram.crai	
ERR4095930	PRJEB30134	SAMEA5226455	ERX4091228	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095930/ERR4095930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095930/ERR4095930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095930/29210_5#57.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095930/29210_5#57.cram.crai	
ERR4095936	PRJEB30134	SAMEA5226350	ERX4091234	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095936/ERR4095936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095936/ERR4095936_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095936/29210_5#63.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095936/29210_5#63.cram.crai	
ERR4095939	PRJEB30134	SAMEA5226462	ERX4091237	48296	Acinetobacter pittii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095939/ERR4095939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095939/ERR4095939_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095939/29210_5#66.cram	
ERR4095940	PRJEB30134	SAMEA5226352	ERX4091238	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095940/ERR4095940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095940/ERR4095940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095940/29210_5#67.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095940/29210_5#67.cram.crai	
ERR4095941	PRJEB30134	SAMEA5226353	ERX4091239	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095941/ERR4095941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095941/ERR4095941_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095941/29210_5#68.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095941/29210_5#68.cram.crai	
ERR4095945	PRJEB30134	SAMEA5226355	ERX4091243	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095945/ERR4095945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095945/ERR4095945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095945/29210_5#72.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095945/29210_5#72.cram.crai	
ERR4095950	PRJEB30134	SAMEA5226359	ERX4091248	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095950/ERR4095950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095950/ERR4095950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095950/29210_5#77.cram	
ERR4095951	PRJEB30134	SAMEA5226360	ERX4091249	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095951/ERR4095951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095951/ERR4095951_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095951/29210_5#78.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095951/29210_5#78.cram.crai	
ERR4095953	PRJEB30134	SAMEA5226471	ERX4091251	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4095953/ERR4095953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4095953/ERR4095953_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095953/29210_5#80.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095953/29210_5#80.cram.crai	
ERR4095954	PRJEB30134	SAMEA5226361	ERX4091252	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4095954/ERR4095954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4095954/ERR4095954_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095954/29210_5#81.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095954/29210_5#81.cram.crai	
ERR4095956	PRJEB30134	SAMEA5226472	ERX4091254	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095956/ERR4095956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095956/ERR4095956_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095956/29210_5#83.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095956/29210_5#83.cram.crai	
ERR4095959	PRJEB30134	SAMEA5226364	ERX4091257	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095959/ERR4095959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095959/ERR4095959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095959/29210_5#86.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095959/29210_5#86.cram.crai	
ERR4095960	PRJEB30134	SAMEA5226474	ERX4091258	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095960/ERR4095960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095960/ERR4095960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095960/29210_5#87.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095960/29210_5#87.cram.crai	
ERR4095968	PRJEB30134	SAMEA5226478	ERX4091266	287	Pseudomonas aeruginosa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4095968/ERR4095968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4095968/ERR4095968_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095968/29210_5#95.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095968/29210_5#95.cram.crai	
ERR4095975	PRJEB30134	SAMEA5226372	ERX4091273	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095975/ERR4095975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095975/ERR4095975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095975/29210_5#102.cram	
ERR4095976	PRJEB30134	SAMEA5226482	ERX4091274	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095976/ERR4095976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095976/ERR4095976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095976/29210_5#103.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095976/29210_5#103.cram.crai	
ERR4095977	PRJEB30134	SAMEA5226483	ERX4091275	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095977/ERR4095977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4095977/ERR4095977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095977/29210_5#104.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095977/29210_5#104.cram.crai	
ERR4095978	PRJEB30134	SAMEA5226373	ERX4091276	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4095978/ERR4095978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4095978/ERR4095978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095978/29210_5#105.cram	
ERR4095979	PRJEB30134	SAMEA5226485	ERX4091277	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095979/ERR4095979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4095979/ERR4095979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095979/29210_5#106.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095979/29210_5#106.cram.crai	
ERR4095980	PRJEB30134	SAMEA5226374	ERX4091278	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095980/ERR4095980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095980/ERR4095980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095980/29210_5#107.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095980/29210_5#107.cram.crai	
ERR4095981	PRJEB30134	SAMEA5226375	ERX4091279	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095981/ERR4095981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4095981/ERR4095981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095981/29210_5#108.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095981/29210_5#108.cram.crai	
ERR4095985	PRJEB30134	SAMEA5226377	ERX4091283	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095985/ERR4095985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4095985/ERR4095985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095985/29210_5#112.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095985/29210_5#112.cram.crai	
ERR4095990	PRJEB30134	SAMEA5226492	ERX4091288	545	Citrobacter koseri	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095990/ERR4095990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4095990/ERR4095990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095990/29210_5#117.cram	
ERR4095996	PRJEB30134	SAMEA5226382	ERX4091294	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095996/ERR4095996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4095996/ERR4095996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095996/29210_5#123.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4095996/29210_5#123.cram.crai	
ERR4096001	PRJEB30134	SAMEA5226385	ERX4091299	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4096001/ERR4096001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4096001/ERR4096001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096001/29210_5#128.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096001/29210_5#128.cram.crai	
ERR4096002	PRJEB30134	SAMEA5226498	ERX4091300	546	Citrobacter freundii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096002/ERR4096002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096002/ERR4096002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096002/29210_5#129.cram	
ERR4096006	PRJEB30134	SAMEA5226500	ERX4091304	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096006/ERR4096006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096006/ERR4096006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096006/29210_5#133.cram	
ERR4096007	PRJEB30134	SAMEA5226501	ERX4091305	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4096007/ERR4096007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4096007/ERR4096007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096007/29210_5#134.cram	
ERR4096009	PRJEB30134	SAMEA5226389	ERX4091307	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096009/ERR4096009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096009/ERR4096009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096009/29210_5#136.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096009/29210_5#136.cram.crai	
ERR4096013	PRJEB30134	SAMEA5226504	ERX4091311	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4096013/ERR4096013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4096013/ERR4096013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096013/29210_5#140.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096013/29210_5#140.cram.crai	
ERR4096021	PRJEB30134	SAMEA5226507	ERX4091319	584	Proteus mirabilis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4096021/ERR4096021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4096021/ERR4096021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096021/29210_5#148.cram	
ERR4096022	PRJEB30134	SAMEA5226396	ERX4091320	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096022/ERR4096022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096022/ERR4096022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096022/29210_5#149.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096022/29210_5#149.cram.crai	
