run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	bam_ftp
ERR4096026	PRJEB30134	SAMEA5226399	ERX4091324	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096026/ERR4096026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096026/ERR4096026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096026/29210_5#153.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096026/29210_5#153.cram.crai	
ERR4096027	PRJEB30134	SAMEA5226401	ERX4091325	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4096027/ERR4096027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4096027/ERR4096027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096027/29210_5#154.cram	
ERR4096029	PRJEB30134	SAMEA5226510	ERX4091327	287	Pseudomonas aeruginosa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096029/ERR4096029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096029/ERR4096029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096029/29210_5#156.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096029/29210_5#156.cram.crai	
ERR4096032	PRJEB30134	SAMEA5226511	ERX4091330	287	Pseudomonas aeruginosa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096032/ERR4096032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096032/ERR4096032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096032/29210_5#159.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096032/29210_5#159.cram.crai	
ERR4096035	PRJEB30134	SAMEA5226406	ERX4091333	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4096035/ERR4096035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4096035/ERR4096035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096035/29210_5#162.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096035/29210_5#162.cram.crai	
ERR4096042	PRJEB30134	SAMEA5226409	ERX4091340	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096042/ERR4096042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096042/ERR4096042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096042/29210_5#169.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096042/29210_5#169.cram.crai	
ERR4096043	PRJEB30134	SAMEA5226517	ERX4091341	615	Serratia marcescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4096043/ERR4096043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4096043/ERR4096043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096043/29210_5#170.cram	
ERR4096044	PRJEB30134	SAMEA5226410	ERX4091342	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4096044/ERR4096044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4096044/ERR4096044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096044/29210_5#171.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096044/29210_5#171.cram.crai	
ERR4096045	PRJEB30134	SAMEA5226411	ERX4091343	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4096045/ERR4096045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4096045/ERR4096045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096045/29210_5#172.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096045/29210_5#172.cram.crai	
ERR4096046	PRJEB30134	SAMEA5226518	ERX4091344	615	Serratia marcescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096046/ERR4096046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096046/ERR4096046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096046/29210_5#173.cram	
ERR4096050	PRJEB30134	SAMEA5226521	ERX4091348	615	Serratia marcescens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4096050/ERR4096050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4096050/ERR4096050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096050/29210_5#177.cram	
ERR4096052	PRJEB30134	SAMEA5226414	ERX4091350	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096052/ERR4096052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096052/ERR4096052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096052/29210_5#179.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096052/29210_5#179.cram.crai	
ERR4096053	PRJEB30134	SAMEA5226415	ERX4091351	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4096053/ERR4096053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4096053/ERR4096053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096053/29210_5#180.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096053/29210_5#180.cram.crai	
ERR4096055	PRJEB30134	SAMEA5226524	ERX4091353	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4096055/ERR4096055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4096055/ERR4096055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096055/29210_5#182.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096055/29210_5#182.cram.crai	
ERR4096056	PRJEB30134	SAMEA5226416	ERX4091354	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096056/ERR4096056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4096056/ERR4096056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096056/29210_5#183.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096056/29210_5#183.cram.crai	
ERR4096058	PRJEB30134	SAMEA5226525	ERX4091356	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4096058/ERR4096058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4096058/ERR4096058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096058/29210_5#185.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096058/29210_5#185.cram.crai	
ERR4096059	PRJEB30134	SAMEA5226526	ERX4091357	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096059/ERR4096059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4096059/ERR4096059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096059/29210_5#186.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096059/29210_5#186.cram.crai	
ERR4096062	PRJEB30134	SAMEA5226527	ERX4091360	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096062/ERR4096062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4096062/ERR4096062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096062/29210_5#189.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4096062/29210_5#189.cram.crai	
ERR4244417	PRJEB30134	SAMEA5226440	ERX4203211	1314	Streptococcus pyogenes	ftp.sra.ebi.ac.uk/vol1/fastq/ERR424/007/ERR4244417/ERR4244417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR424/007/ERR4244417/ERR4244417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR424/ERR4244417/29791_4#1.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR424/ERR4244417/29791_4#1.cram.crai	
ERR5311105	PRJEB30134	SAMEA6450663	ERX5100508	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311105/ERR5311105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311105/ERR5311105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311105/33226_5#1.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311105/33226_5#1.cram.crai	
ERR5311107	PRJEB30134	SAMEA6450665	ERX5100510	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311107/ERR5311107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311107/ERR5311107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311107/33226_5#3.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311107/33226_5#3.cram.crai	
ERR5311109	PRJEB30134	SAMEA6450924	ERX5100512	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311109/ERR5311109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311109/ERR5311109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311109/33226_5#5.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311109/33226_5#5.cram.crai	
ERR5311116	PRJEB30134	SAMEA6450711	ERX5100519	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311116/ERR5311116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311116/ERR5311116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311116/33226_5#12.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311116/33226_5#12.cram.crai	
ERR5311117	PRJEB30134	SAMEA6450927	ERX5100520	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311117/ERR5311117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311117/ERR5311117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311117/33226_5#13.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311117/33226_5#13.cram.crai	
ERR5311118	PRJEB30134	SAMEA6450715	ERX5100521	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311118/ERR5311118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311118/ERR5311118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311118/33226_5#14.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311118/33226_5#14.cram.crai	
ERR5311119	PRJEB30134	SAMEA6450931	ERX5100522	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311119/ERR5311119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311119/ERR5311119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311119/33226_5#15.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311119/33226_5#15.cram.crai	
ERR5311120	PRJEB30134	SAMEA6450714	ERX5100523	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311120/ERR5311120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311120/ERR5311120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311120/33226_5#16.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311120/33226_5#16.cram.crai	
ERR5311123	PRJEB30134	SAMEA6450725	ERX5100526	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311123/ERR5311123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311123/ERR5311123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311123/33226_5#19.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311123/33226_5#19.cram.crai	
ERR5311124	PRJEB30134	SAMEA6450933	ERX5100527	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311124/ERR5311124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311124/ERR5311124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311124/33226_5#20.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311124/33226_5#20.cram.crai	
ERR5311126	PRJEB30134	SAMEA6450938	ERX5100529	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311126/ERR5311126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311126/ERR5311126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311126/33226_5#22.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311126/33226_5#22.cram.crai	
ERR5311128	PRJEB30134	SAMEA6450936	ERX5100531	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311128/ERR5311128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311128/ERR5311128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311128/33226_5#24.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311128/33226_5#24.cram.crai	
ERR5311130	PRJEB30134	SAMEA6450937	ERX5100533	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311130/ERR5311130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311130/ERR5311130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311130/33226_5#26.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311130/33226_5#26.cram.crai	
ERR5311132	PRJEB30134	SAMEA6450934	ERX5100535	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311132/ERR5311132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311132/ERR5311132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311132/33226_5#28.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311132/33226_5#28.cram.crai	
ERR5311145	PRJEB30134	SAMEA6450776	ERX5100548	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311145/ERR5311145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311145/ERR5311145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311145/33226_5#41.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311145/33226_5#41.cram.crai	
ERR5311149	PRJEB30134	SAMEA6450973	ERX5100552	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311149/ERR5311149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311149/ERR5311149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311149/33226_5#45.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311149/33226_5#45.cram.crai	
ERR5311151	PRJEB30134	SAMEA6450970	ERX5100554	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311151/ERR5311151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311151/ERR5311151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311151/33226_5#47.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311151/33226_5#47.cram.crai	
ERR5311153	PRJEB30134	SAMEA6450974	ERX5100556	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311153/ERR5311153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311153/ERR5311153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311153/33226_5#49.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311153/33226_5#49.cram.crai	
ERR5311155	PRJEB30134	SAMEA6450971	ERX5100558	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311155/ERR5311155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311155/ERR5311155_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311155/33226_5#51.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311155/33226_5#51.cram.crai	
ERR5311163	PRJEB30134	SAMEA6450798	ERX5100566	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311163/ERR5311163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311163/ERR5311163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311163/33226_5#59.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311163/33226_5#59.cram.crai	
ERR5311166	PRJEB30134	SAMEA6450980	ERX5100569	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311166/ERR5311166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311166/ERR5311166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311166/33226_5#62.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311166/33226_5#62.cram.crai	
ERR5311168	PRJEB30134	SAMEA6450978	ERX5100571	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311168/ERR5311168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311168/ERR5311168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311168/33226_5#64.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311168/33226_5#64.cram.crai	
ERR5311169	PRJEB30134	SAMEA6450801	ERX5100572	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311169/ERR5311169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311169/ERR5311169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311169/33226_5#65.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311169/33226_5#65.cram.crai	
ERR5311176	PRJEB30134	SAMEA6450941	ERX5100579	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311176/ERR5311176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311176/ERR5311176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311176/33226_5#72.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311176/33226_5#72.cram.crai	
ERR5311177	PRJEB30134	SAMEA6450811	ERX5100580	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311177/ERR5311177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311177/ERR5311177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311177/33226_5#73.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311177/33226_5#73.cram.crai	
ERR5311178	PRJEB30134	SAMEA6450947	ERX5100581	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311178/ERR5311178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311178/ERR5311178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311178/33226_5#74.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311178/33226_5#74.cram.crai	
ERR5311180	PRJEB30134	SAMEA6450946	ERX5100583	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311180/ERR5311180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311180/ERR5311180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311180/33226_5#76.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311180/33226_5#76.cram.crai	
ERR5311181	PRJEB30134	SAMEA6450815	ERX5100584	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311181/ERR5311181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311181/ERR5311181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311181/33226_5#77.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311181/33226_5#77.cram.crai	
ERR5311186	PRJEB30134	SAMEA6450949	ERX5100589	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311186/ERR5311186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/006/ERR5311186/ERR5311186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311186/33226_5#82.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311186/33226_5#82.cram.crai	
ERR5311195	PRJEB30134	SAMEA6450953	ERX5100598	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311195/ERR5311195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311195/ERR5311195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311195/33226_5#91.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311195/33226_5#91.cram.crai	
ERR5311198	PRJEB30134	SAMEA6450835	ERX5100601	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311198/ERR5311198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311198/ERR5311198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311198/33226_5#94.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311198/33226_5#94.cram.crai	
ERR5311199	PRJEB30134	SAMEA6450957	ERX5100602	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311199/ERR5311199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311199/ERR5311199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311199/33226_5#95.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311199/33226_5#95.cram.crai	
ERR5311200	PRJEB30134	SAMEA6450836	ERX5100603	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311200/ERR5311200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311200/ERR5311200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311200/33226_5#96.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311200/33226_5#96.cram.crai	
ERR5311201	PRJEB30134	SAMEA6450954	ERX5100604	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311201/ERR5311201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311201/ERR5311201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311201/33226_5#97.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311201/33226_5#97.cram.crai	
ERR5311202	PRJEB30134	SAMEA6450839	ERX5100605	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311202/ERR5311202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/002/ERR5311202/ERR5311202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311202/33226_5#98.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311202/33226_5#98.cram.crai	
ERR5311203	PRJEB30134	SAMEA6450962	ERX5100606	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311203/ERR5311203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311203/ERR5311203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311203/33226_5#99.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311203/33226_5#99.cram.crai	
ERR5311204	PRJEB30134	SAMEA6450838	ERX5100607	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311204/ERR5311204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311204/ERR5311204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311204/33226_5#100.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311204/33226_5#100.cram.crai	
ERR5311205	PRJEB30134	SAMEA6450841	ERX5100608	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311205/ERR5311205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311205/ERR5311205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311205/33226_5#101.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311205/33226_5#101.cram.crai	
